TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,NPOLICY,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,,0,42,3,9,43834,Yes,153656,No,F,d_High School,Blue Collar,38,Commercial,33280,4,1,SUV,no,0,0,No,1,1,Highly Rural/ Rural
0,,0,38,0,11,,No,428605,Yes,M,a_PhD,Manager,49,Private,22280,6,1,Van,yes,0,0,No,0,15,Highly Urban/ Urban
1,1479,0,24,0,8,40245,No,98218,Yes,F,d_High School,Clerical,34,Private,7920,7,1,Sports Car,yes,1836,1,No,9,8,Highly Urban/ Urban
0,,0,57,0,5,40864,No,169993,Yes,F,d_High School,Clerical,39,Private,12820,4,2,SUV,no,0,0,No,1,1,Highly Rural/ Rural
0,,0,42,0,12,85752,No,285727,Yes,M,b_Masters,,36,Commercial,5700,13,1,Pickup,no,0,0,No,2,19,Highly Urban/ Urban
0,,0,48,0,10,19718,No,126038,Yes,F,e_No_High School,Clerical,23,Private,15550,6,1,Minivan,no,0,0,No,2,1,Highly Urban/ Urban
0,,1,40,2,14,,No,123204,Yes,M,e_No_High School,Blue Collar,33,Private,7530,6,3,Minivan,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,47,0,8,51624,No,0,No,M,d_High School,Clerical,24,Private,20500,1,1,Van,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,45,0,14,49474,No,169453,Yes,F,c_Bachelors,Professional,26,Private,7980,7,3,Sports Car,no,0,0,No,1,7,Highly Urban/ Urban
0,,0,61,0,10,58212,No,226638,Yes,F,e_No_High School,Blue Collar,37,Private,13420,1,1,Sports Car,no,3573,3,No,3,1,Highly Rural/ Rural
0,,0,40,0,8,74053,No,0,No,M,c_Bachelors,Blue Collar,44,Commercial,7200,6,1,Pickup,yes,2740,3,No,0,14,Highly Urban/ Urban
1,1682,0,34,3,14,54208,No,194465,Yes,M,c_Bachelors,Professional,49,Private,17200,1,1,Van,no,0,0,No,4,1,Highly Urban/ Urban
0,,0,46,0,,30111,No,164877,No,M,e_No_High School,Blue Collar,28,Private,19780,1,2,Van,yes,8863,1,No,3,1,Highly Urban/ Urban
0,,0,51,0,0,0,No,85559,Yes,F,d_High School,Home Maker,47,Private,6600,4,1,SUV,no,0,0,No,0,7,Highly Rural/ Rural
0,,0,51,0,10,117809,No,0,No,M,d_High School,Professional,68,Commercial,23740,4,1,Panel Truck,yes,0,0,No,2,8,Highly Rural/ Rural
0,,0,43,0,,19467,No,96667,No,M,e_No_High School,Clerical,34,Private,20430,1,1,Minivan,no,1487,2,No,6,8,Highly Urban/ Urban
0,,1,62,2,15,64811,No,291079,Yes,F,a_PhD,,49,Commercial,16620,11,2,Pickup,no,0,0,No,1,12,Highly Urban/ Urban
1,3353,0,40,2,13,,No,280943,Yes,M,a_PhD,,33,Commercial,26040,10,1,Panel Truck,yes,0,0,No,0,13,Highly Urban/ Urban
0,,0,44,0,13,102872,No,345288,No,M,c_Bachelors,Professional,38,Private,5960,7,1,Pickup,yes,0,0,Yes,1,17,Highly Urban/ Urban
0,,0,48,0,6,,No,158622,Yes,M,d_High School,Clerical,40,Private,9950,18,1,Minivan,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,49,0,8,22059,No,,Yes,F,e_No_High School,Clerical,24,Private,9340,13,2,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1,2441,0,39,0,16,92117,No,295537,Yes,M,d_High School,Blue Collar,40,Commercial,14610,7,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,38,1,11,112581,No,303728,Yes,F,b_Masters,Manager,31,Private,16560,6,1,Sports Car,no,33656,2,No,0,1,Highly Urban/ Urban
0,,0,39,0,14,93077,No,244764,Yes,M,c_Bachelors,Professional,29,Private,14710,1,4,Minivan,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,36,2,14,80765,No,191252,Yes,M,b_Masters,Lawyer,29,Private,17630,7,2,Van,yes,6988,4,No,0,9,Highly Urban/ Urban
0,,0,51,0,12,217269,No,502389,Yes,M,a_PhD,Lawyer,22,Private,1500,6,1,Minivan,yes,0,0,No,0,19,Highly Urban/ Urban
1,1947,1,42,1,10,73376,Yes,0,No,F,b_Masters,Lawyer,39,Private,25590,1,5,Sports Car,no,7328,1,No,5,11,Highly Urban/ Urban
0,,0,32,3,0,0,Yes,0,No,F,e_No_High School,Student,31,Private,10740,10,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,34,4,12,24897,No,166510,Yes,M,d_High School,Clerical,26,Commercial,7390,17,1,Pickup,yes,23866,2,No,2,7,Highly Urban/ Urban
0,,0,38,2,14,,No,152554,Yes,F,d_High School,Clerical,41,Private,9450,6,1,SUV,no,1584,3,No,0,7,Highly Urban/ Urban
0,,0,52,0,10,2680,No,0,No,F,a_PhD,Home Maker,53,Private,11380,11,3,Minivan,no,0,0,No,0,17,Highly Rural/ Rural
0,,0,54,0,14,89674,No,261646,Yes,M,b_Masters,Lawyer,55,Private,11230,13,2,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,38,0,0,0,No,0,Yes,M,d_High School,Student,41,Commercial,17470,10,1,Van,no,3157,2,No,5,6,Highly Rural/ Rural
0,,0,45,0,5,110575,No,340631,Yes,M,b_Masters,,36,Commercial,17060,9,1,Van,no,0,0,No,0,14,Highly Urban/ Urban
0,,2,41,2,13,,No,283152,Yes,F,c_Bachelors,Blue Collar,27,Commercial,14260,3,1,SUV,no,3712,1,No,3,9,Highly Urban/ Urban
0,,0,54,0,14,185714,No,462340,Yes,F,a_PhD,,56,Private,24610,6,3,SUV,no,6316,2,No,3,15,Highly Urban/ Urban
0,,0,48,0,16,203751,No,504144,Yes,F,a_PhD,Doctor,25,Private,21640,1,3,SUV,no,2175,2,No,4,13,Highly Urban/ Urban
0,,0,52,0,13,41137,No,,Yes,M,b_Masters,Professional,49,Private,14080,6,7,Minivan,yes,0,0,No,0,15,Highly Rural/ Rural
0,,0,34,3,11,2785,No,0,Yes,F,d_High School,Student,24,Commercial,1780,1,1,Sports Car,no,2989,3,No,7,3,Highly Urban/ Urban
0,,0,52,0,14,31616,No,0,No,M,c_Bachelors,Professional,42,Commercial,27290,1,2,Panel Truck,yes,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,49,0,14,18232,No,145361,Yes,M,e_No_High School,Blue Collar,29,Commercial,25060,4,1,Panel Truck,yes,2400,2,No,0,1,Highly Urban/ Urban
0,,0,47,0,10,45237,No,0,No,F,d_High School,Professional,43,Private,15550,3,2,Pickup,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,55,0,11,241408,No,0,No,F,a_PhD,Doctor,41,Private,24680,1,4,SUV,no,0,0,No,0,17,Highly Urban/ Urban
0,,0,57,0,13,119975,No,339052,Yes,F,a_PhD,Doctor,40,Private,7200,4,4,SUV,no,0,0,Yes,2,13,Highly Urban/ Urban
0,,0,44,2,9,26455,Yes,185130,No,M,e_No_High School,Clerical,39,Private,8040,10,2,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
0,,2,60,2,,21920,No,78026,Yes,F,d_High School,Clerical,50,Private,11810,10,1,SUV,no,6973,3,No,0,8,Highly Urban/ Urban
0,,0,54,0,11,43385,No,120939,Yes,F,d_High School,Blue Collar,27,Commercial,29370,6,2,Pickup,no,0,0,No,0,10,Highly Rural/ Rural
1,2037,1,53,2,,29080,No,143650,Yes,M,e_No_High School,Clerical,34,Private,14650,3,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,2,45,2,17,34890,No,168229,Yes,M,d_High School,Clerical,42,Private,11660,3,2,Minivan,no,27896,3,No,2,1,Highly Urban/ Urban
0,,0,51,0,13,30764,No,175919,Yes,F,b_Masters,Lawyer,24,Private,8430,6,2,SUV,no,3644,2,No,5,16,Highly Urban/ Urban
0,,0,51,0,10,45086,No,201195,Yes,M,c_Bachelors,Clerical,39,Private,11110,1,2,Pickup,yes,0,0,No,0,14,Highly Urban/ Urban
0,,0,30,4,16,42579,No,169596,Yes,F,d_High School,Blue Collar,12,Commercial,24490,10,2,Pickup,no,2974,1,No,0,7,Highly Urban/ Urban
0,,0,50,0,14,,No,175499,Yes,F,d_High School,Clerical,50,Private,5470,1,1,Sports Car,no,8270,2,No,3,,Highly Rural/ Rural
0,,0,34,1,10,71328,Yes,203768,No,F,c_Bachelors,Manager,32,Private,21320,6,4,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban
0,,0,55,0,12,58163,No,223080,Yes,M,b_Masters,Lawyer,53,Private,34030,1,1,Minivan,yes,0,0,No,2,16,Highly Urban/ Urban
0,,0,50,0,12,88484,No,277535,Yes,F,c_Bachelors,Blue Collar,42,Commercial,10350,1,1,Minivan,no,3068,2,No,4,12,Highly Urban/ Urban
1,15019,0,52,0,11,41367,No,198177,Yes,M,d_High School,Blue Collar,7,Commercial,10840,1,1,Pickup,yes,0,0,No,2,8,Highly Urban/ Urban
0,,0,49,0,13,,No,359366,Yes,M,b_Masters,Manager,32,Private,27820,14,2,Minivan,yes,0,0,No,4,8,Highly Urban/ Urban
0,,0,57,0,10,130831,No,365792,Yes,F,a_PhD,Lawyer,24,Private,14580,4,1,SUV,no,0,0,No,0,12,Highly Urban/ Urban
0,,2,60,2,9,8287,No,160005,Yes,F,c_Bachelors,Home Maker,63,Private,10800,1,3,Minivan,no,937,4,No,0,8,Highly Urban/ Urban
0,,1,59,2,14,32974,No,166796,Yes,M,d_High School,Clerical,41,Private,15010,4,2,Minivan,yes,6063,3,No,4,1,Highly Urban/ Urban
1,4164,0,48,0,14,,No,308646,No,M,c_Bachelors,Blue Collar,47,Commercial,17690,4,1,Van,yes,0,0,No,2,8,Highly Urban/ Urban
0,,0,34,1,12,87295,No,264318,Yes,M,d_High School,Blue Collar,46,Commercial,32190,3,2,Panel Truck,no,0,0,No,2,1,Highly Urban/ Urban
0,,0,51,0,0,0,No,90777,No,F,c_Bachelors,Home Maker,61,Private,6600,9,2,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,2,60,2,9,8287,No,160005,Yes,F,c_Bachelors,Home Maker,63,Private,15900,3,3,Minivan,no,6315,3,No,0,8,Highly Urban/ Urban
0,,0,51,0,11,109179,No,322080,No,M,b_Masters,Lawyer,23,Private,17520,4,1,Van,no,1173,1,No,5,17,Highly Urban/ Urban
1,5287,1,40,2,7,52423,No,150723,Yes,F,d_High School,Blue Collar,30,Private,7420,6,1,Sports Car,no,0,0,No,2,1,Highly Urban/ Urban
0,,0,40,1,13,12570,No,0,Yes,F,e_No_High School,Student,20,Private,12710,1,1,SUV,no,6722,2,No,3,7,Highly Urban/ Urban
1,1498,2,37,2,11,16238,No,65155,Yes,M,e_No_High School,Clerical,33,Private,6820,6,2,Pickup,yes,5612,4,No,0,1,Highly Urban/ Urban
0,,0,53,0,13,117854,No,0,No,M,b_Masters,Lawyer,5,Private,6800,10,1,Pickup,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,46,0,0,0,No,80928,Yes,F,e_No_High School,Home Maker,24,Private,1500,1,1,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,62,0,15,39953,No,181434,Yes,M,a_PhD,Doctor,5,Private,14740,1,1,SUV,yes,8006,2,No,0,1,Highly Urban/ Urban
0,,0,42,0,9,116863,No,335371,Yes,M,b_Masters,,45,Commercial,17390,1,1,Van,no,0,0,No,3,11,Highly Urban/ Urban
0,,0,35,0,10,44839,No,195156,Yes,M,d_High School,Clerical,5,Commercial,27030,6,2,SUV,no,5068,1,No,2,1,Highly Rural/ Rural
0,,0,43,2,11,124814,Yes,0,No,M,d_High School,Blue Collar,15,Commercial,31140,7,1,Panel Truck,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,50,0,13,61082,No,177094,Yes,F,c_Bachelors,Manager,48,Private,13520,1,3,SUV,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,29,1,12,95884,Yes,0,No,F,c_Bachelors,Blue Collar,16,Commercial,31520,4,1,Minivan,no,4394,1,No,5,11,Highly Urban/ Urban
0,,0,41,0,13,62803,No,180931,Yes,M,c_Bachelors,Professional,17,Commercial,17610,7,1,Van,no,0,0,No,0,9,Highly Rural/ Rural
1,4739,0,27,1,9,8408,Yes,54880,No,M,e_No_High School,Clerical,45,Private,19900,4,1,Van,no,0,0,No,3,6,Highly Urban/ Urban
1,4926,0,44,0,0,0,No,0,No,M,d_High School,Student,44,Commercial,5900,4,1,Pickup,yes,33385,2,Yes,0,,Highly Urban/ Urban
0,,0,39,3,14,51524,Yes,0,No,F,e_No_High School,Blue Collar,41,Private,32260,6,4,Van,no,0,0,No,0,1,Highly Urban/ Urban
1,2921,0,45,2,13,46458,No,240926,Yes,F,d_High School,Blue Collar,41,Commercial,14250,10,2,SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,42,3,14,182462,No,401307,Yes,F,a_PhD,Professional,32,Private,40630,10,1,Van,no,0,0,No,0,16,Highly Urban/ Urban
1,5075,0,51,0,0,0,No,89512,Yes,F,d_High School,Home Maker,59,Private,1500,1,4,Sports Car,no,6745,3,No,0,7,Highly Urban/ Urban
0,,0,41,0,13,125603,No,280181,Yes,F,b_Masters,Lawyer,22,Private,18160,4,1,SUV,no,0,0,No,0,17,Highly Urban/ Urban
0,,0,56,0,12,137181,No,392070,Yes,F,c_Bachelors,Professional,47,Private,40260,4,1,SUV,no,0,0,No,1,7,Highly Rural/ Rural
0,,0,53,0,6,32073,No,145645,Yes,M,d_High School,Blue Collar,25,Private,10010,6,1,Pickup,no,0,0,No,0,10,Highly Rural/ Rural
0,,0,41,0,11,94050,No,,No,F,c_Bachelors,Blue Collar,49,Commercial,15000,1,1,SUV,no,0,0,No,1,14,Highly Urban/ Urban
0,,0,55,0,14,253058,No,545672,Yes,F,a_PhD,Manager,30,Private,26810,7,3,Sports Car,no,0,0,No,0,14,Highly Urban/ Urban
1,3044,1,42,1,11,4480,Yes,0,No,F,d_High School,Home Maker,50,Private,1950,1,2,SUV,no,30089,1,Yes,4,1,Highly Urban/ Urban
1,6892,0,50,0,0,0,No,61314,Yes,F,c_Bachelors,Home Maker,35,Private,18050,10,2,SUV,no,3485,1,No,0,12,Highly Urban/ Urban
1,5349,0,51,0,14,175219,No,477999,Yes,F,b_Masters,Manager,22,Private,6600,8,3,SUV,no,0,0,No,0,15,Highly Urban/ Urban
0,,0,46,0,11,111580,No,291785,Yes,M,c_Bachelors,Blue Collar,86,Commercial,6100,1,2,Pickup,yes,0,0,No,1,,Highly Rural/ Rural
0,,0,47,0,10,172981,No,451118,Yes,M,c_Bachelors,Professional,42,Commercial,30110,6,1,Panel Truck,yes,0,0,No,0,13,Highly Rural/ Rural
0,,0,29,2,14,104420,Yes,0,No,F,b_Masters,Manager,19,Private,4400,7,1,Sports Car,no,44351,3,Yes,3,17,Highly Urban/ Urban
1,14929,1,37,1,12,152060,Yes,0,No,F,a_PhD,Manager,34,Private,33380,1,1,Pickup,no,0,0,No,0,,Highly Urban/ Urban
0,,0,58,0,0,0,No,0,Yes,M,d_High School,Student,29,Commercial,7300,4,1,Pickup,yes,3485,3,No,8,1,Highly Rural/ Rural
0,,1,43,3,11,28021,Yes,0,No,M,d_High School,Clerical,31,Private,16010,4,1,Minivan,no,0,0,No,1,9,Highly Rural/ Rural
0,,0,30,2,10,7132,Yes,0,No,M,e_No_High School,Student,18,Commercial,4700,3,1,Pickup,yes,1739,2,No,4,1,Highly Urban/ Urban
1,686,0,53,0,8,61862,No,245885,Yes,M,a_PhD,Doctor,33,Private,11270,1,1,Pickup,yes,0,0,No,0,14,Highly Urban/ Urban
0,,0,37,0,11,45147,No,199373,Yes,F,b_Masters,Manager,76,Private,11470,13,1,SUV,no,23588,1,Yes,1,17,Highly Urban/ Urban
0,,0,54,0,12,112481,No,318831,Yes,M,a_PhD,,8,Commercial,25790,11,1,Panel Truck,yes,0,0,No,1,16,Highly Urban/ Urban
0,,1,40,1,9,126679,No,350077,Yes,M,d_High School,Blue Collar,16,Commercial,14420,4,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,50,0,12,,No,258711,Yes,F,c_Bachelors,Professional,17,Private,28280,4,1,Pickup,no,0,0,No,1,7,Highly Urban/ Urban
1,4436,0,33,1,,0,No,0,Yes,F,e_No_High School,Student,25,Private,1500,6,1,SUV,no,6755,2,No,0,,Highly Urban/ Urban
0,,0,50,0,10,67453,No,242737,Yes,M,d_High School,Blue Collar,57,Commercial,13250,6,1,Minivan,no,0,0,No,0,9,Highly Rural/ Rural
1,9162,0,40,0,9,5253,No,77463,No,F,d_High School,Student,23,Commercial,23600,4,2,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,44,0,12,29079,No,173696,Yes,M,e_No_High School,Clerical,49,Private,15450,1,2,Minivan,no,0,0,No,3,,Highly Rural/ Rural
1,2668,0,50,0,0,0,No,0,No,F,d_High School,Home Maker,37,Private,6500,3,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,21,2,6,5411,No,0,Yes,M,e_No_High School,Student,23,Private,15130,1,2,Minivan,no,0,0,No,6,1,Highly Rural/ Rural
0,,0,48,0,12,44895,No,139265,Yes,M,d_High School,Blue Collar,57,Commercial,30470,1,1,Minivan,yes,6313,3,No,3,8,Highly Urban/ Urban
0,,0,54,0,15,52027,No,217277,Yes,M,e_No_High School,Blue Collar,31,Commercial,6900,7,1,Pickup,no,0,0,No,0,4,Highly Rural/ Rural
0,,0,50,0,0,0,No,,Yes,M,a_PhD,Manager,26,Private,1500,9,1,Minivan,yes,39250,1,Yes,2,12,Highly Urban/ Urban
0,,0,24,2,0,,Yes,79821,No,M,c_Bachelors,Student,45,Commercial,14420,10,1,Minivan,yes,8072,1,No,4,9,Highly Urban/ Urban
0,,2,37,3,15,18784,Yes,0,No,M,d_High School,Blue Collar,20,Commercial,7080,7,1,Minivan,yes,26827,4,No,3,,Highly Urban/ Urban
1,5253,0,40,1,,41356,Yes,136345,No,F,d_High School,Blue Collar,13,Commercial,9640,4,1,SUV,no,2951,2,Yes,8,1,Highly Urban/ Urban
1,2327,0,46,0,0,,No,0,No,F,d_High School,Student,43,Commercial,8110,10,3,SUV,no,0,0,No,0,8,Highly Urban/ Urban
0,,0,39,0,11,59995,No,0,No,M,d_High School,Clerical,38,Private,5400,10,2,Pickup,yes,0,0,No,2,6,Highly Rural/ Rural
0,,0,39,0,6,77125,No,210840,Yes,F,c_Bachelors,Clerical,49,Private,9570,7,4,Sports Car,no,0,0,No,1,13,Highly Urban/ Urban
1,8623,0,34,2,9,33538,Yes,0,No,M,e_No_High School,Blue Collar,29,Commercial,16380,3,2,Van,yes,7564,3,No,6,1,Highly Urban/ Urban
0,,0,57,0,10,58924,No,209735,Yes,M,c_Bachelors,Professional,16,Commercial,6470,1,1,Pickup,yes,0,0,Yes,3,12,Highly Rural/ Rural
1,3373,0,24,1,10,5427,No,0,Yes,M,d_High School,Student,23,Commercial,24630,7,1,Panel Truck,yes,24546,1,Yes,11,5,Highly Urban/ Urban
0,,0,36,0,9,111961,No,0,No,M,c_Bachelors,Blue Collar,33,Commercial,16300,1,3,Van,no,9055,2,No,0,12,Highly Urban/ Urban
0,,0,57,0,14,82198,No,322327,Yes,F,a_PhD,Doctor,31,Private,19000,6,2,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,50,0,0,0,No,117445,Yes,F,c_Bachelors,Home Maker,72,Private,1500,1,2,Sports Car,no,0,0,No,1,8,Highly Urban/ Urban
0,,0,41,2,13,153270,No,382564,Yes,F,c_Bachelors,Blue Collar,12,Commercial,30480,4,2,Pickup,no,31683,1,Yes,5,6,Highly Urban/ Urban
1,3200,0,35,0,7,20717,No,0,No,M,d_High School,Blue Collar,24,Commercial,7070,10,1,Pickup,yes,5179,2,No,0,7,Highly Urban/ Urban
0,,0,56,0,12,97775,No,325479,Yes,F,b_Masters,Lawyer,38,Private,22450,3,2,Pickup,no,0,0,No,0,,Highly Urban/ Urban
0,,0,43,1,9,110954,No,310458,Yes,M,b_Masters,Lawyer,28,Private,13120,10,2,Minivan,yes,0,0,No,1,16,Highly Urban/ Urban
0,,0,31,1,11,6068,No,56199,Yes,F,e_No_High School,Home Maker,40,Private,10730,4,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,28,1,13,97231,No,262856,Yes,F,c_Bachelors,Blue Collar,56,Commercial,22200,4,1,SUV,no,0,0,No,3,11,Highly Rural/ Rural
0,,0,51,0,15,76443,No,257889,Yes,F,b_Masters,Lawyer,7,Private,25450,6,2,SUV,no,5958,2,No,5,,Highly Urban/ Urban
0,,0,33,1,12,23514,No,105036,Yes,F,d_High School,Clerical,27,Private,7560,13,2,Sports Car,no,0,0,No,0,7,Highly Rural/ Rural
0,,0,43,0,0,0,No,0,Yes,M,e_No_High School,Student,25,Private,11750,6,2,Minivan,yes,4520,1,No,0,1,Highly Urban/ Urban
1,3554,0,52,0,11,56582,No,0,No,F,e_No_High School,Clerical,47,Private,21460,13,1,SUV,no,1606,2,No,1,6,Highly Urban/ Urban
0,,0,51,0,14,101534,No,307718,Yes,M,b_Masters,Professional,28,Private,32910,11,2,Minivan,yes,20587,3,No,0,19,Highly Urban/ Urban
0,,0,49,0,11,65659,No,0,No,M,c_Bachelors,Blue Collar,40,Private,12880,1,4,Minivan,no,763,2,No,5,13,Highly Urban/ Urban
1,5548,0,50,0,9,76091,No,246609,Yes,M,d_High School,Blue Collar,53,Commercial,38500,1,1,Panel Truck,yes,0,0,No,1,1,Highly Urban/ Urban
1,6880,0,62,0,12,33713,No,171810,Yes,F,c_Bachelors,Blue Collar,26,Commercial,23470,4,2,Sports Car,no,41913,3,Yes,0,15,Highly Urban/ Urban
1,4652,0,34,0,11,27434,No,120044,Yes,M,e_No_High School,Blue Collar,45,Private,13610,1,1,Minivan,yes,0,0,No,0,5,Highly Urban/ Urban
0,,0,34,2,13,27581,Yes,0,No,M,e_No_High School,Blue Collar,38,Commercial,12250,4,2,Minivan,yes,0,0,No,6,5,Highly Rural/ Rural
0,,0,49,0,7,56462,No,173487,Yes,F,c_Bachelors,Professional,39,Private,22720,13,2,Minivan,no,5495,1,No,5,10,Highly Urban/ Urban
0,,3,37,4,,,No,0,Yes,F,d_High School,Student,41,Commercial,24380,7,4,SUV,no,0,0,No,1,,Highly Rural/ Rural
0,,0,44,0,13,32713,No,166614,Yes,F,d_High School,Clerical,84,Commercial,32130,9,2,Pickup,no,0,0,No,1,6,Highly Urban/ Urban
0,,0,46,0,11,37484,No,199906,No,M,c_Bachelors,Blue Collar,12,Private,6100,1,1,Pickup,no,0,0,No,1,12,Highly Urban/ Urban
1,6195,1,37,2,13,,Yes,0,No,F,d_High School,Blue Collar,62,Commercial,9360,4,2,Sports Car,no,0,0,No,0,,Highly Urban/ Urban
0,,0,52,0,14,,No,,Yes,F,c_Bachelors,Professional,18,Private,12720,1,1,SUV,no,0,0,No,0,12,Highly Urban/ Urban
1,19668,0,63,0,15,42209,No,0,No,M,d_High School,Blue Collar,22,Commercial,16250,1,3,SUV,no,6379,3,No,8,9,Highly Urban/ Urban
0,,0,43,2,14,92731,Yes,274126,No,F,b_Masters,Lawyer,18,Private,18730,4,2,SUV,no,1558,3,No,0,12,Highly Urban/ Urban
0,,0,46,0,13,94198,No,315253,Yes,M,c_Bachelors,Professional,42,Commercial,26190,6,2,Panel Truck,yes,0,0,No,0,7,Highly Rural/ Rural
0,,0,31,3,13,93540,No,,Yes,F,d_High School,Blue Collar,39,Commercial,13950,6,2,SUV,no,1150,2,No,3,8,Highly Urban/ Urban
0,,0,45,1,,17167,No,0,Yes,M,e_No_High School,Student,22,Commercial,30400,1,1,Panel Truck,yes,0,0,No,0,6,Highly Urban/ Urban
0,,2,39,2,0,,No,99103,Yes,F,d_High School,Home Maker,46,Private,5400,1,3,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,27,3,15,52335,No,187295,Yes,M,c_Bachelors,Clerical,24,Private,9430,18,1,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,63,0,9,74426,No,0,No,F,a_PhD,Doctor,11,Private,27600,1,1,SUV,no,0,0,No,0,18,Highly Urban/ Urban
0,,0,39,2,12,71486,Yes,0,No,M,b_Masters,,37,Commercial,26380,8,1,Panel Truck,yes,4718,2,No,6,14,Highly Urban/ Urban
0,,0,52,0,8,42778,No,146329,Yes,M,c_Bachelors,Clerical,21,Commercial,30390,1,1,Panel Truck,yes,0,0,No,0,13,Highly Rural/ Rural
0,,0,42,0,13,132186,No,340510,Yes,M,a_PhD,Manager,5,Private,16070,10,2,Minivan,yes,0,0,No,0,13,Highly Urban/ Urban
0,,0,43,0,12,50755,No,155641,Yes,M,d_High School,Blue Collar,24,Commercial,30380,4,2,Panel Truck,yes,0,0,No,2,6,Highly Rural/ Rural
0,,0,51,0,11,23582,No,,No,F,e_No_High School,Clerical,57,Private,8960,9,1,SUV,no,0,0,No,0,1,Highly Urban/ Urban
1,3872,0,58,0,,73463,No,229325,Yes,M,b_Masters,Lawyer,34,Private,20710,6,1,Van,yes,11061,2,No,2,18,Highly Urban/ Urban
0,,0,54,0,14,70632,No,250307,Yes,M,c_Bachelors,Professional,56,Private,19750,4,2,Minivan,yes,0,0,No,4,16,Highly Rural/ Rural
0,,2,39,2,10,30993,No,,Yes,M,d_High School,Blue Collar,34,Commercial,13940,3,3,Minivan,yes,6743,2,No,2,9,Highly Urban/ Urban
1,26305,0,47,0,0,0,No,0,Yes,M,d_High School,Student,35,Commercial,11610,7,1,Pickup,yes,19545,1,Yes,0,1,Highly Rural/ Rural
0,,1,38,1,9,100796,Yes,0,No,M,c_Bachelors,Professional,26,Private,16860,6,2,Minivan,yes,3011,4,No,0,,Highly Urban/ Urban
0,,0,46,0,10,70840,No,0,No,M,c_Bachelors,Professional,32,Private,13180,3,3,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,49,0,0,0,No,0,Yes,M,d_High School,Student,36,Commercial,10090,4,1,Pickup,yes,0,0,No,0,1,Highly Rural/ Rural
1,2199,0,36,0,14,66335,No,241407,Yes,F,d_High School,Professional,19,Commercial,2670,1,2,SUV,no,0,0,No,0,9,Highly Urban/ Urban
0,,0,50,0,10,127893,No,0,No,M,c_Bachelors,Manager,5,Commercial,28610,13,2,Panel Truck,yes,0,0,No,1,10,Highly Urban/ Urban
0,,0,38,0,7,46947,No,150812,Yes,F,c_Bachelors,Home Maker,13,Private,13990,1,2,SUV,no,0,0,No,0,,Highly Rural/ Rural
1,42523,0,46,0,14,31276,No,129120,Yes,F,c_Bachelors,Blue Collar,47,Commercial,30070,7,1,Sports Car,no,5008,1,No,5,9,Highly Urban/ Urban
0,,0,49,0,12,,No,328587,Yes,F,a_PhD,Doctor,37,Private,19480,13,2,Pickup,no,0,0,Yes,0,,Highly Urban/ Urban
0,,0,52,0,9,138004,No,343853,No,F,a_PhD,Manager,10,Private,19630,10,2,Pickup,no,0,0,No,0,10,Highly Urban/ Urban
0,,0,31,3,14,17839,No,96399,Yes,F,e_No_High School,Clerical,64,Commercial,18780,3,1,Pickup,no,0,0,No,1,7,Highly Rural/ Rural
0,,0,54,0,14,48952,No,203371,Yes,F,c_Bachelors,Blue Collar,21,Private,25010,1,4,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
1,7099,0,38,3,17,77830,No,157793,Yes,F,d_High School,Blue Collar,58,Commercial,11630,7,3,SUV,no,0,0,No,2,11,Highly Urban/ Urban
